Name,chrom,strand,tss,l2_FLvsAD,l2_ADvsFL,cE,tE,cW,tW,cY,tY,pE,pW,pY
Gm14322,chr2,+,177759287,-0.84442865672307,,9,5,8,16,12,9,0.642857142857143,0.615384615384615,0.571428571428571
Phactr3,chr2,+,178118974,4.44166331376,-7.08473436885956,24,28,42,33,29,23,0.461538461538462,0.6,0.557692307692308
Fam217b,chr2,+,178414533,,1.18560654769,42,44,153,132,158,90,0.488372093023256,0.776649746192893,0.637096774193548
Cdh4,chr2,+,179442430,3.886954884,,0,62,7,57,0,19,0,0.101449275362319,0
Lsm14b,chr2,+,180024986,0.551542719924,-0.692263701433594,2,90,0,70,5,97,0.0217391304347826,0,0.0490196078431373
Adrm1,chr2,+,180171587,,-0.717915665149222,11,121,13,182,5,202,0.0833333333333333,0.0970149253731343,0.0241545893719807
Lama5,chr2,-,180225858,-1.74343243386219,,31,129,26,100,34,93,0.19375,0.167741935483871,0.267716535433071
Cables2,chr2,-,180273464,-0.366607819416443,0.694022535829,9,149,2,79,2,133,0.0569620253164557,0.0132450331125828,0.0148148148148148
Slco4a1,chr2,+,180456244,-3.44040855742187,1.46989990386,12,97,17,45,7,100,0.110091743119266,0.149122807017544,0.0654205607476636
Slc17a9,chr2,+,180725338,-0.743329156247334,,27,37,38,50,23,42,0.421875,0.506666666666667,0.353846153846154
Ythdf1,chr2,-,180920935,,-0.566531929703965,5,113,3,104,2,96,0.0423728813559322,0.0258620689655172,0.0204081632653061
Ppdpf,chr2,+,181186821,0.702635322034,,0,16,0,30,0,33,0,0,0
Srms,chr2,-,181213170,2.93733471611,,44,71,25,36,58,64,0.382608695652174,0.260416666666667,0.475409836065574
Helz2,chr2,-,181242026,0.593530501381,,54,2,49,4,50,4,0.964285714285714,0.96078431372549,0.925925925925926
Rtel1,chr2,+,181319723,,-0.687241530091307,72,131,33,70,66,90,0.354679802955665,0.201219512195122,0.423076923076923
Zgpat,chr2,+,181364930,0.442062049944,,18,2,19,34,12,49,0.9,0.904761904761905,0.19672131147541
Lime1,chr2,+,181381234,,1.0811165442,78,2,69,4,63,0,0.975,0.971830985915493,1
Zbtb46,chr2,-,181459425,3.4231933413,-1.71557342309447,1,93,2,76,5,54,0.0106382978723404,0.0210526315789474,0.0847457627118644
Sox18,chr2,-,181671639,3.86782556355,-2.42889372938866,34,70,48,114,35,95,0.326923076923077,0.406779661016949,0.269230769230769
Tcea2,chr2,+,181680296,,1.2265691618,50,45,50,49,48,24,0.526315789473684,0.526315789473684,0.666666666666667
Myt1,chr2,+,181763331,4.24886298867,,22,11,33,14,36,11,0.666666666666667,0.75,0.765957446808511
Pcmtd2,chr2,+,181837853,,0.947841062368,72,22,50,25,73,17,0.765957446808511,0.694444444444445,0.811111111111111
Il7,chr3,-,7613759,-1.62326858142399,2.39138584506,48,13,78,10,64,5,0.786885245901639,0.857142857142857,0.927536231884058
Mrps28,chr3,-,8923856,,-1.17577199235629,32,42,48,42,46,9,0.432432432432432,0.533333333333333,0.836363636363636
Zbtb10,chr3,+,9250566,1.14898610755,,6,135,0,111,1,112,0.0425531914893617,0,0.00884955752212389
Fabp5,chr3,+,10012584,,-1.76714533309234,31,165,56,153,42,116,0.158163265306122,0.253393665158371,0.265822784810127
Fabp4,chr3,-,10208615,8.51524397638,-3.5616591030858,252,21,235,18,247,13,0.923076923076923,0.91796875,0.95
Lrrcc1,chr3,+,14533787,,1.41310698813,67,65,47,73,45,100,0.507575757575758,0.419642857142857,0.310344827586207
E2f5,chr3,+,14578670,1.23234846115,,17,45,17,46,18,65,0.274193548387097,0.274193548387097,0.216867469879518
Car13,chr3,+,14641726,-1.92104709331565,,100,93,64,85,66,81,0.518134715025907,0.407643312101911,0.448979591836735
Car1,chr3,-,14808364,5.23949684363,,22,0,35,1,38,1,1,1,0.974358974358974
Car3,chr3,+,14863537,,3.02946010335,48,26,26,19,42,23,0.648648648648649,0.5,0.646153846153846
Car2,chr3,+,14886268,1.03137789469,0.862061174593,0,35,0,49,0,33,0,0,0
Mtfr1,chr3,+,19187319,,-0.789540297171087,59,49,86,33,70,94,0.546296296296296,0.637037037037037,0.426829268292683
Trim55,chr3,+,19644459,5.24875968035,,59,5,70,2,53,2,0.921875,0.933333333333333,0.963636363636364
4632415L05Rik,chr3,+,19894870,,0.755969990722,72,145,52,331,76,290,0.331797235023041,0.263959390862944,0.207650273224044
Cpa3,chr3,-,20242180,-1.78152007774717,,82,5,80,4,81,4,0.942528735632184,0.941176470588235,0.952941176470588
Ect2,chr3,-,27153877,,-2.04282247128529,16,249,0,282,13,230,0.060377358490566,0,0.0534979423868313
Nceh1,chr3,+,27183003,,1.27915111014,0,61,0,79,1,86,0,0,0.0114942528735632
Tnfsf10,chr3,+,27317076,,1.91189399331,19,21,9,21,11,32,0.475,0.3,0.255813953488372
Tnik,chr3,+,28263213,0.660846424683,,12,176,7,92,3,220,0.0638297872340426,0.0382513661202186,0.0134529147982063
Mecom,chr3,-,30509758,0.957845966106,,12,128,7,119,6,123,0.0857142857142857,0.0518518518518519,0.0465116279069768
Lrriq4,chr3,+,30644486,4.68026464271,,65,24,57,25,59,10,0.730337078651685,0.703703703703704,0.855072463768116
Lrrc34,chr3,-,30647817,3.77511328496,,36,19,26,32,34,22,0.654545454545455,0.577777777777778,0.607142857142857
Sec62,chr3,+,30792875,,0.835200063125,13,67,18,76,4,20,0.1625,0.211764705882353,0.166666666666667
Phc3,chr3,-,30969414,-0.323239086756374,1.38124007045,2,73,0,148,0,163,0.0266666666666667,0,0
Skil,chr3,+,31095057,1.05757726003,1.81969563978,0,21,1,22,1,19,0,0.0454545454545455,0.05
Zmat3,chr3,-,32365664,-1.98964396293104,,128,86,155,109,184,81,0.598130841121495,0.643153526970954,0.694339622641509
Mfn1,chr3,+,32529481,-0.405066916537346,,4,93,3,56,6,124,0.0412371134020619,0.03125,0.0461538461538462
Actl6a,chr3,+,32708545,,-0.732811458185243,47,29,60,38,65,29,0.618421052631579,0.674157303370787,0.691489361702128
Ndufb5,chr3,+,32737062,,-0.633482436139935,29,118,35,127,41,153,0.197278911564626,0.228758169934641,0.211340206185567
Usp13,chr3,+,32817625,5.31830459535,,83,12,73,13,85,18,0.873684210526316,0.858823529411765,0.825242718446602
Atp11b,chr3,+,35754062,,0.896468210169,110,87,82,93,110,64,0.558375634517767,0.485207100591716,0.632183908045977
Dcun1d1,chr3,-,35932965,,0.844073622767,0,135,0,159,0,124,0,0,0
Anxa5,chr3,-,36475886,-1.95935005902438,,9,152,12,188,12,144,0.0559006211180124,0.0731707317073171,0.0769230769230769
Ccna2,chr3,-,36573037,,-1.15182832481251,124,2,89,1,119,6,0.984126984126984,0.978021978021978,0.952
Trpc3,chr3,-,36690166,3.02091291569,,27,43,20,52,44,75,0.385714285714286,0.317460317460317,0.369747899159664
4932438A13Rik,chr3,+,36863105,-0.349275046547412,1.17276438869,25,42,17,75,14,64,0.373134328358209,0.288135593220339,0.17948717948718
Adad1,chr3,+,37063655,5.50652179997,,421,84,529,120,414,109,0.833663366336634,0.862969004893964,0.791586998087954
Spry1,chr3,+,37639946,1.76314390589,,28,42,33,41,37,55,0.4,0.44,0.402173913043478
Gm5148,chr3,-,37724359,-0.850302131431382,,6,142,7,141,3,106,0.0405405405405405,0.0469798657718121,0.0275229357798165
Intu,chr3,+,40540766,0.51473560475,,23,16,43,11,32,24,0.58974358974359,0.728813559322034,0.571428571428571
Hspa4l,chr3,+,40745612,-0.776882462355159,0.813392892921,5,68,18,70,6,78,0.0684931506849315,0.209302325581395,0.0714285714285714
Larp1b,chr3,+,40950649,-1.0126546135547,,7,143,2,150,2,176,0.0466666666666667,0.0137931034482759,0.0112359550561798
D3Ertd751e,chr3,+,41742614,,1.1309709308,23,233,13,254,9,267,0.08984375,0.0528455284552846,0.0326086956521739
Pabpc4l,chr3,-,46447940,1.49074953709,,69,45,61,52,93,42,0.605263157894737,0.575471698113208,0.688888888888889
Slc7a11,chr3,-,50443612,-4.86838541797198,,78,101,38,95,43,102,0.435754189944134,0.273381294964029,0.296551724137931
5031434O11Rik,chr3,+,51559984,1.46748656614,5.619799015,42,93,16,75,8,101,0.311111111111111,0.146788990825688,0.073394495412844
Setd7,chr3,-,51560822,-0.731981461386464,0.604854802005,0,22,1,21,0,16,0,0.0434782608695652,0
Maml3,chr3,-,52105005,,0.748150937562,67,98,51,118,83,91,0.406060606060606,0.342281879194631,0.477011494252874
Foxo1,chr3,+,52268336,0.931626854849,,0,114,1,126,0,120,0,0.00869565217391304,0
Lhfp,chr3,+,53041546,-3.28435396108689,3.27901723227,38,86,54,79,55,104,0.306451612903226,0.385714285714286,0.345911949685535
Nhlrc3,chr3,-,53463257,0.583937276047,,23,179,30,234,31,149,0.113861386138614,0.143540669856459,0.172222222222222
Postn,chr3,+,54359266,5.88223578862,-3.23386136676664,29,19,30,15,33,23,0.604166666666667,0.612244897959184,0.589285714285714
Supt20,chr3,+,54692814,0.336217258939,,55,202,43,146,59,173,0.214007782101167,0.175510204081633,0.254310344827586
Exosc8,chr3,-,54735363,,-0.595282228895174,7,76,0,37,5,81,0.0843373493975904,0,0.0581395348837209
Alg5,chr3,+,54735538,-0.427117209019398,,7,86,0,41,6,94,0.0752688172043011,0,0.06
Smad9,chr3,+,54755581,6.92710146207,,18,16,13,16,26,16,0.529411764705882,0.448275862068966,0.619047619047619
Nbea,chr3,-,56183700,1.40316072344,,52,28,39,18,38,30,0.65,0.582089552238806,0.558823529411765
Tm4sf1,chr3,-,57301987,2.1455667631,,21,3,24,1,18,2,0.875,0.888888888888889,0.9
Rnf13,chr3,+,57736056,-1.40038048437275,0.783286285015,13,80,12,60,5,68,0.139784946236559,0.130434782608696,0.0684931506849315
Serp1,chr3,-,58525883,-0.569727506772001,,35,259,30,151,34,296,0.119047619047619,0.103806228373702,0.103030303030303
Siah2,chr3,-,58692387,-0.672106136435106,,19,0,31,1,30,1,1,1,0.967741935483871
Med12l,chr3,+,59006977,,2.57305428595,7,35,12,70,10,76,0.166666666666667,0.25531914893617,0.116279069767442
Gpr171,chr3,-,59101820,,1.40822926941,81,99,60,94,75,97,0.45,0.377358490566038,0.436046511627907
P2ry14,chr3,-,59153491,-2.07004723389721,2.58271943586,163,38,187,19,213,12,0.810945273631841,0.831111111111111,0.946666666666667
P2ry13,chr3,-,59210881,1.04239892673,,298,87,214,83,245,85,0.774025974025974,0.710963455149502,0.742424242424242
P2ry12,chr3,-,59262984,3.33490264447,,174,78,126,51,135,51,0.690476190476191,0.617647058823529,0.725806451612903
Igsf10,chr3,-,59344255,,1.21454464333,0,66,0,70,0,86,0,0,0
Mbnl1,chr3,+,60472829,-0.283748357168799,0.760532480426,28,60,7,86,19,89,0.318181818181818,0.104477611940299,0.175925925925926
P2ry1,chr3,+,61002784,0.891219305903,0.917202611828,10,149,18,91,13,122,0.0628930817610063,0.107784431137725,0.0962962962962963
Arhgef26,chr3,+,62338776,1.78903454018,,17,17,9,32,15,23,0.5,0.346153846153846,0.394736842105263
Plch1,chr3,-,63899461,-3.02284937053905,,0,79,0,60,0,90,0,0,0
E130311K13Rik,chr3,-,63929471,,1.20482085995,11,17,10,3,9,10,0.392857142857143,0.37037037037037,0.473684210526316
Slc33a1,chr3,-,63964732,-0.651843488787391,,23,147,21,136,11,133,0.135294117647059,0.125,0.0763888888888889
Ssr3,chr3,-,65392552,-0.742428433940394,,418,462,379,242,334,339,0.475,0.450653983353151,0.4962852897474
Tiparp,chr3,+,65528446,-2.06253316352192,,0,105,1,193,0,122,0,0.00943396226415094,0
Ccnl1,chr3,-,65958248,,0.813102387201,20,206,25,131,20,221,0.0884955752212389,0.108225108225108,0.0829875518672199
Mlf1,chr3,+,67374096,1.16109320692,,37,47,27,40,29,39,0.440476190476191,0.364864864864865,0.426470588235294
Gfm1,chr3,+,67430114,,-0.784691695466878,50,168,52,135,50,121,0.229357798165138,0.236363636363636,0.292397660818713
Lxn,chr3,-,67463906,-0.548663895453724,,68,64,57,40,64,24,0.515151515151515,0.471074380165289,0.727272727272727
Schip1,chr3,+,68064801,2.08435240724,,157,126,106,105,178,96,0.554770318021201,0.456896551724138,0.64963503649635
Il12a,chr3,+,68690643,,1.34994498255,70,5,44,7,71,7,0.933333333333333,0.897959183673469,0.91025641025641
1110032F04Rik,chr3,+,68869585,,-5.90481919530062,52,87,61,75,86,99,0.37410071942446,0.412162162162162,0.464864864864865
Ift80,chr3,-,69004569,,0.865922245119,44,155,55,134,80,153,0.221105527638191,0.261904761904762,0.343347639484979
Trim59,chr3,-,69044741,,-0.654215292368796,9,232,10,237,3,337,0.037344398340249,0.0413223140495868,0.00882352941176471
Ppm1l,chr3,+,69316917,0.867010424375,,3,245,8,205,1,168,0.0120967741935484,0.0316205533596838,0.00591715976331361
Serpini1,chr3,+,75557492,,1.90641247577,68,95,43,92,58,89,0.417177914110429,0.311594202898551,0.394557823129252
Etfdh,chr3,-,79628766,-0.592723800275787,,9,110,2,82,1,112,0.0756302521008403,0.0178571428571429,0.00884955752212389
4930579G24Rik,chr3,+,79629078,-0.390935833750351,,9,89,9,81,6,100,0.0918367346938776,0.0918367346938776,0.0566037735849057
Tmem144,chr3,-,79852767,-1.07632417744253,,105,29,103,24,111,14,0.783582089552239,0.78030303030303,0.888
Gria2,chr3,-,80802834,3.33898787279,,13,25,10,25,14,19,0.342105263157895,0.285714285714286,0.424242424242424
Pdgfc,chr3,+,81036415,4.81152081507,,104,9,52,4,106,7,0.920353982300885,0.852459016393443,0.938053097345133
Ctso,chr3,+,81932600,,1.26364181903,35,34,30,29,21,22,0.507246376811594,0.46875,0.488372093023256
Fgg,chr3,+,83007723,6.39777307592,-7.25933875393006,39,3,35,8,13,2,0.928571428571429,0.921052631578947,0.866666666666667
Fga,chr3,+,83026152,6.35811659863,,47,7,64,9,92,5,0.87037037037037,0.901408450704225,0.948453608247423
Sfrp2,chr3,+,83766320,3.25331657915,,0,21,0,26,2,42,0,0,0.0454545454545455
Fhdc1,chr3,-,84480438,3.26315690632,,0,107,8,130,3,109,0,0.0695652173913044,0.0267857142857143
Tmem154,chr3,+,84666191,0.978358126982,,32,180,48,113,35,166,0.150943396226415,0.210526315789474,0.174129353233831
Sh3d19,chr3,+,85971117,-0.64798452359772,,67,84,76,72,66,85,0.443708609271523,0.475,0.437086092715232
Rps3a1,chr3,-,86142667,-0.372614480719286,,4,489,1,369,2,431,0.00811359026369168,0.00204081632653061,0.0046189376443418
Lrba,chr3,+,86224689,-0.59855735595615,1.07992967058,8,20,7,20,0,8,0.285714285714286,0.259259259259259,0
Dclk2,chr3,-,86920883,,0.960774382989,91,147,121,186,78,213,0.382352941176471,0.451492537313433,0.268041237113402
Cd1d1,chr3,-,86999328,,1.66773392527,223,79,192,151,289,134,0.73841059602649,0.708487084870849,0.683215130023641
Kirrel,chr3,-,87174536,3.2069993711,,6,47,1,34,3,40,0.113207547169811,0.0208333333333333,0.0697674418604651
Fcrls,chr3,-,87263523,,-4.39582516375978,35,7,13,0,46,5,0.833333333333333,0.65,0.901960784313725
Cd5l,chr3,+,87357880,9.28942423719,-6.73117422690219,111,3,97,2,115,3,0.973684210526316,0.97,0.974576271186441
Fcrl1,chr3,+,87376386,,-8.42109730881736,226,67,180,97,182,87,0.771331058020478,0.728744939271255,0.676579925650558
Pear1,chr3,-,87768952,,0.904390317556,156,96,148,91,147,144,0.619047619047619,0.60655737704918,0.505154639175258
Insrr,chr3,+,87796950,,4.71802785053,44,77,55,72,40,71,0.363636363636364,0.416666666666667,0.36036036036036
Prcc,chr3,-,87885561,0.399599502651,,0,229,0,112,5,185,0,0,0.0263157894736842
Hdgf,chr3,+,87906320,,-0.977867491150617,51,170,53,192,44,93,0.230769230769231,0.237668161434978,0.321167883211679
Isg20l2,chr3,+,87930313,,-0.528703462443869,25,108,25,147,5,172,0.18796992481203,0.18796992481203,0.0282485875706215
Nes,chr3,+,87971092,6.56712007651,-2.92024602543642,0,182,4,208,3,181,0,0.021505376344086,0.016304347826087
Gpatch4,chr3,+,88043105,,-0.601734693771919,132,82,90,102,120,83,0.616822429906542,0.523255813953488,0.591133004926109
Iqgap3,chr3,+,88082050,-0.435536907600745,,131,94,72,50,113,67,0.582222222222222,0.433734939759036,0.627777777777778
Cct3,chr3,+,88297134,-0.378172542508602,-0.656358678728444,0,309,0,267,0,245,0,0,0
Smg5,chr3,+,88336259,,-0.569834122290799,26,412,17,235,34,335,0.0593607305936073,0.0396270396270396,0.0921409214092141
Pmf1,chr3,-,88410396,,-1.20937734722137,11,52,39,63,30,76,0.174603174603175,0.428571428571429,0.283018867924528
Mir7011,chr3,-,88440950,,7.10117400816,120,19,112,17,88,10,0.863309352517986,0.854961832061069,0.897959183673469
Lmna,chr3,-,88503351,,-1.66802594042906,19,24,11,10,20,8,0.441860465116279,0.314285714285714,0.714285714285714
Mir1905,chr3,-,88536381,1.22534338082,,308,246,424,106,372,88,0.555956678700361,0.632835820895522,0.808695652173913
Ssr2,chr3,+,88579607,-0.503581956358917,-0.797095304865719,57,128,59,40,61,123,0.308108108108108,0.315508021390374,0.331521739130435
Arhgef2,chr3,+,88616142,,0.610296163538,80,5,71,1,61,1,0.941176470588235,0.93421052631579,0.983870967741936
Syt11,chr3,-,88772598,,0.960380586184,36,103,16,61,26,79,0.258992805755396,0.134453781512605,0.247619047619048
Dap3,chr3,-,88950532,,-0.91183910049684,0,94,0,78,0,53,0,0,0
Ash1l,chr3,+,88965811,,0.875870574015,134,3,138,2,123,3,0.978102189781022,0.978723404255319,0.976190476190476
Rusc1,chr3,-,89093362,0.51479737109,,92,91,97,83,90,54,0.502732240437159,0.515957446808511,0.625
Fdps,chr3,-,89101966,-2.71413967736685,,68,145,45,121,74,145,0.31924882629108,0.236842105263158,0.337899543378995
Pklr,chr3,+,89136141,13.1182399851,-4.85593716286859,30,1,29,8,39,6,0.967741935483871,0.966666666666667,0.866666666666667
Hcn3,chr3,-,89160156,1.6148128374,,16,20,9,21,11,23,0.444444444444444,0.310344827586207,0.323529411764706
Gba,chr3,+,89202927,-0.544264912243174,,73,61,62,59,49,45,0.544776119402985,0.504065040650406,0.521276595744681
Mtx1,chr3,-,89213906,,-0.742392407059738,32,328,24,340,27,190,0.0888888888888889,0.0681818181818182,0.124423963133641
Krtcap2,chr3,+,89246437,-0.491294013425778,,1,16,0,10,1,7,0.0588235294117647,0,0.125
Slc50a1,chr3,-,89270569,0.644490550879,,34,102,27,91,32,91,0.25,0.209302325581395,0.260162601626016
Efna1,chr3,-,89280950,1.43049928964,,12,102,19,80,20,135,0.105263157894737,0.15702479338843,0.129032258064516
Efna3,chr3,-,89322938,,-7.22033490072318,60,23,45,25,55,16,0.72289156626506,0.661764705882353,0.774647887323944
Efna4,chr3,-,89338027,0.616615018368,,23,18,14,23,16,34,0.560975609756098,0.4375,0.32
Adam15,chr3,-,89350027,-0.404675861316479,,17,57,10,97,5,75,0.22972972972973,0.149253731343284,0.0625
Cks1b,chr3,-,89418290,,-1.13793333163485,6,84,5,94,27,61,0.0666666666666667,0.0561797752808989,0.306818181818182
Pygo2,chr3,+,89430213,,-0.704548284344946,7,46,11,34,8,32,0.132075471698113,0.192982456140351,0.2
Pbxip1,chr3,+,89436703,,0.775419630238,36,15,38,15,29,10,0.705882352941177,0.716981132075472,0.743589743589744
Pmvk,chr3,+,89454540,-1.30446814396518,,100,2,129,4,111,10,0.980392156862745,0.984732824427481,0.917355371900826
She,chr3,+,89831369,6.28929452273,-2.88996543874871,30,33,14,17,39,15,0.476190476190476,0.297872340425532,0.722222222222222
Atp8b2,chr3,-,89963337,0.846694493151,,22,63,13,62,18,80,0.258823529411765,0.171052631578947,0.183673469387755
Nup210l,chr3,+,90104137,0.733891625718,,193,16,131,13,166,9,0.923444976076555,0.891156462585034,0.948571428571429
Rab13,chr3,+,90213714,-1.63762783461027,1.46772555229,48,314,62,230,55,275,0.132596685082873,0.164893617021277,0.166666666666667
Slc39a1,chr3,+,90248191,-0.462913263473252,,0,80,0,43,1,86,0,0,0.0114942528735632
Dennd4b,chr3,+,90265234,,0.75619185959,8,62,11,70,23,29,0.114285714285714,0.150684931506849,0.442307692307692
Slc27a3,chr3,-,90389937,-0.946754975021816,,16,22,18,17,9,24,0.421052631578947,0.45,0.272727272727273
Npr1,chr3,-,90465865,1.65523503978,,16,320,14,363,16,353,0.0476190476190476,0.0419161676646707,0.043360433604336
Ilf2,chr3,+,90476200,,-0.725701264288659,28,173,20,195,17,156,0.139303482587065,0.103626943005181,0.0982658959537572
S100a1,chr3,-,90514329,-1.65558520886154,1.50530699146,15,31,4,24,12,36,0.326086956521739,0.114285714285714,0.25
S100a16,chr3,+,90537253,9.01696153827,-8.09687801448098,59,8,34,4,45,3,0.880597014925373,0.80952380952381,0.9375
S100a4,chr3,+,90603769,-5.15213336727501,,52,7,44,22,37,11,0.88135593220339,0.862745098039216,0.770833333333333
S100a6,chr3,+,90612893,-3.75488686678729,1.05637082119,7,25,3,29,2,35,0.21875,0.107142857142857,0.0540540540540541
S100a8,chr3,+,90669070,3.80231069401,-3.07172621115053,102,36,132,38,172,45,0.739130434782609,0.785714285714286,0.792626728110599
S100a9,chr3,-,90695720,3.98421920212,-3.5059399315111,21,6,30,7,18,3,0.777777777777778,0.833333333333333,0.857142857142857
S100a11,chr3,+,93520495,-0.448006316515319,,27,14,29,33,31,29,0.658536585365854,0.674418604651163,0.516666666666667
Tdrkh,chr3,+,94413243,0.643366650557,,29,190,21,75,26,178,0.132420091324201,0.0995260663507109,0.127450980392157
Mrpl9,chr3,+,94443335,,-0.640295184886518,55,29,35,14,46,36,0.654761904761905,0.546875,0.560975609756098
Celf3,chr3,+,94478294,1.92333153663,,20,2,20,0,24,0,0.909090909090909,0.909090909090909,1
BC021767,chr3,-,94667151,4.53070078207,,5,2,9,4,9,3,0.714285714285714,0.818181818181818,0.75
Pogz,chr3,+,94837436,0.349827844079,,45,54,83,20,87,45,0.454545454545455,0.605839416058394,0.659090909090909
Selenbp1,chr3,+,94933082,0.802591870842,,3,19,5,19,5,14,0.136363636363636,0.208333333333333,0.263157894736842
Rfx5,chr3,+,94954107,,1.03216472782,47,201,44,211,25,265,0.189516129032258,0.179591836734694,0.0862068965517242
Psmd4,chr3,-,95042613,,-0.754430207694561,70,276,55,280,52,281,0.202312138728324,0.166163141993958,0.156156156156156
Tnfaip8l2,chr3,-,95142353,1.76206603632,,17,47,16,40,10,49,0.265625,0.253968253968254,0.169491525423729
Sema6c,chr3,+,95160419,2.22978364584,,4,175,16,222,15,152,0.0223463687150838,0.0837696335078534,0.0898203592814371
Mllt11,chr3,-,95228676,-0.598320710434342,,0,12,0,30,0,33,0,0,0
Anxa9,chr3,-,95315179,-0.628485251146443,1.37949020876,107,78,91,112,57,101,0.578378378378378,0.538461538461538,0.360759493670886
Cers2,chr3,+,95315189,-0.682716945516847,,107,78,91,112,57,101,0.578378378378378,0.538461538461538,0.360759493670886
Ctss,chr3,+,95526785,-0.992291637930171,-2.03329361626006,155,10,130,22,147,17,0.939393939393939,0.928571428571429,0.896341463414634
Adamtsl4,chr3,-,95687916,1.29458279637,,50,29,34,33,25,12,0.632911392405063,0.53968253968254,0.675675675675676
Ecm1,chr3,-,95739568,0.748184860222,,352,31,268,7,253,11,0.919060052219321,0.896321070234114,0.958333333333333
Prpf3,chr3,-,95855884,,-0.593270426314613,13,26,17,21,7,24,0.333333333333333,0.395348837209302,0.225806451612903
C920021L13Rik,chr3,+,95871521,-1.11153396473104,,31,187,29,230,21,131,0.142201834862385,0.134259259259259,0.138157894736842
Ciart,chr3,-,95882227,-1.14246298265943,,52,157,58,176,49,73,0.248803827751196,0.269767441860465,0.401639344262295
BC028528,chr3,-,95892061,-1.19734598892385,,18,4,14,3,17,5,0.818181818181818,0.777777777777778,0.772727272727273
Plekho1,chr3,-,95995838,-0.790417214827434,1.00126938405,9,73,6,55,5,63,0.109756097560976,0.0759493670886076,0.0735294117647059
Otud7b,chr3,+,96104526,-0.603382344518932,,40,44,22,46,34,58,0.476190476190476,0.333333333333333,0.369565217391304
Sf3b4,chr3,+,96172505,,-1.01414594348984,59,207,36,167,49,186,0.221804511278196,0.148148148148148,0.208510638297872
Sv2a,chr3,+,96181226,,1.90384179874,11,1,7,0,11,0,0.916666666666667,0.875,1
Fcgr1,chr3,-,96293968,,-4.43728119114315,85,95,45,71,71,76,0.472222222222222,0.321428571428571,0.482993197278912
Txnip,chr3,+,96557956,,1.15160631161,0,88,0,56,0,72,0,0,0
Gm15441,chr3,-,96566800,0.672821327094,1.06588243268,44,14,32,10,47,10,0.758620689655172,0.695652173913044,0.824561403508772
Lix1l,chr3,+,96601132,-0.479459098083773,,27,21,37,12,34,10,0.5625,0.637931034482759,0.772727272727273
Rbm8a,chr3,+,96629927,0.296583895914,-0.571841394545524,28,245,30,214,22,297,0.102564102564103,0.109090909090909,0.0689655172413793
Rnf115,chr3,+,96727610,-0.504159500831295,,5,374,6,193,9,376,0.0131926121372032,0.0157894736842105,0.0233766233766234
Gpr89,chr3,-,96905297,-0.654480514976324,,125,144,107,107,141,132,0.464684014869888,0.426294820717131,0.516483516483517
Gja5,chr3,+,97032401,2.4134044059,,68,28,124,23,107,36,0.708333333333333,0.81578947368421,0.748251748251748
Acp6,chr3,+,97158776,-0.452077850410833,,0,61,0,67,0,60,0,0,0
Bcl9,chr3,-,97227363,0.787055231536,-0.556627617320012,11,74,44,100,25,95,0.129411764705882,0.372881355932203,0.208333333333333
Fmo5,chr3,+,97628803,,1.32914867374,105,78,72,85,52,86,0.573770491803279,0.48,0.376811594202899
Pde4dip,chr3,-,97888706,-1.25171758749359,1.28367211559,16,54,12,53,36,26,0.228571428571429,0.181818181818182,0.580645161290323
Notch2,chr3,+,98013537,,0.600864358815,100,46,90,45,100,57,0.684931506849315,0.661764705882353,0.636942675159236
Hmgcs2,chr3,+,98280430,5.38772465538,-7.03076920979253,22,63,35,52,32,53,0.258823529411765,0.357142857142857,0.376470588235294
Phgdh,chr3,-,98339968,,-1.01639645868486,4,157,2,98,1,167,0.0248447204968944,0.0125786163522013,0.00595238095238095
Zfp697,chr3,+,98382480,,2.20313787557,25,35,13,39,4,49,0.416666666666667,0.270833333333333,0.0754716981132076
Man1a2,chr3,-,100685472,-0.332595357724481,,8,58,12,149,17,176,0.121212121212121,0.171428571428571,0.0880829015544041
Ptgfrn,chr3,-,101110165,,5.04640719907,28,43,25,57,26,64,0.394366197183099,0.367647058823529,0.288888888888889
Igsf3,chr3,+,101377124,,-1.88330788574874,20,126,15,145,31,161,0.136986301369863,0.106382978723404,0.161458333333333
Atp1a1,chr3,-,101604706,-0.400489479260587,,19,84,10,74,16,40,0.184466019417476,0.106382978723404,0.285714285714286
Slc22a15,chr3,-,101924452,,1.29530190414,1,27,0,21,0,24,0.0357142857142857,0,0
Tspan2,chr3,+,102734769,,-1.18566019006962,51,69,87,66,93,67,0.425,0.557692307692308,0.58125
Sike1,chr3,+,102995739,0.392046827694,,161,145,263,103,218,103,0.526143790849673,0.644607843137255,0.679127725856698
Bcas2,chr3,+,103171654,,-0.694341067079794,45,293,24,379,26,164,0.133136094674556,0.0757097791798107,0.136842105263158
Hipk1,chr3,-,103791562,,0.846630017352,58,70,56,146,68,137,0.453125,0.444444444444444,0.331707317073171
Ptpn22,chr3,+,103859794,,1.77372298237,13,115,2,122,1,94,0.1015625,0.0170940170940171,0.0105263157894737
Rsbn1,chr3,+,103914119,0.370559824077,,25,146,23,158,21,161,0.146198830409357,0.136094674556213,0.115384615384615
Magi3,chr3,-,104220405,1.00601286136,,3,108,0,59,3,133,0.027027027027027,0,0.0220588235294118
Lrig2,chr3,-,104511917,,0.803462817167,7,119,14,172,8,156,0.0555555555555556,0.105263157894737,0.0487804878048781
