TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr8 B1.2|8 27.24 cM	mouse chr8 B1.2|8 27.24 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr3 H4|3 81.2 cM	mouse chr3 H4|3 81.2 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr3 A3|3 15.12 cM	mouse chr3 A3|3 15.12 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 H2.1|1 71.08 cM	mouse chr1 H2.1|1 71.08 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 F2|6 57.82 cM	mouse chr6 F2|6 57.82 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr14 C2|14 27.57 cM	mouse chr14 C2|14 27.57 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 C1.1|1 23.92 cM	mouse chr1 C1.1|1 23.92 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr4 15.91 cM	mouse chr4 15.91 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr8 A4|8 24.12 cM	mouse chr8 A4|8 24.12 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr16 B3|16 25.72 cM	mouse chr16 B3|16 25.72 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr13 C1|13 40.14 cM	mouse chr13 C1|13 40.14 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr19 A|19 4.17 cM	mouse chr19 A|19 4.17 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 G2|5 81.84 cM	mouse chr5 G2|5 81.84 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr14 59.27 cM	mouse chr14 59.27 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 C1.1|1 26.86 cM	mouse chr1 C1.1|1 26.86 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr12 A1.3|12 8.36 cM	mouse chr12 A1.3|12 8.36 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr17 A3.3|17 12.16 cM	mouse chr17 A3.3|17 12.16 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr10 A4|10 18.59 cM	mouse chr10 A4|10 18.59 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX A2|X 18.36 cM	mouse chrX A2|X 18.36 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr11 D|11 63.01 cM	mouse chr11 D|11 63.01 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 F3|2 68.43 cM	mouse chr2 F3|2 68.43 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX 27.99 cM	mouse chrX 27.99 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 C1|6 31.31 cM	mouse chr6 C1|6 31.31 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr11 B2|11 38.55 cM	mouse chr11 B2|11 38.55 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr12 40.9 cM	mouse chr12 40.9 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr11 B4|11 44.66 cM	mouse chr11 B4|11 44.66 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 H4|2 99.19 cM	mouse chr2 H4|2 99.19 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 F1|2 61.82 cM	mouse chr2 F1|2 61.82 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 E4|1 56.99 cM	mouse chr1 E4|1 56.99 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr14 B|14 20.51 cM	mouse chr14 B|14 20.51 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr13 A1|13 2.58 cM	mouse chr13 A1|13 2.58 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 A3.3|6 13.58 cM	mouse chr6 A3.3|6 13.58 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX F5|X 78.69 cM	mouse chrX F5|X 78.69 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 A1|6 2.26 cM	mouse chr6 A1|6 2.26 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr9 A3|9 7.73 cM	mouse chr9 A3|9 7.73 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 E4|1 58.38 cM	mouse chr1 E4|1 58.38 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr15 8.23 cM	mouse chr15 8.23 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr13 5.92 cM	mouse chr13 5.92 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr10 A4|10 13.57 cM	mouse chr10 A4|10 13.57 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr14 D3|14 41.56 cM	mouse chr14 D3|14 41.56 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 C1.1|1 26.81 cM	mouse chr1 C1.1|1 26.81 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr4 D3|4 69.8 cM	mouse chr4 D3|4 69.8 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr13 A3.1|13 10.64 cM	mouse chr13 A3.1|13 10.64 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr9 F4|9 73.8 cM	mouse chr9 F4|9 73.8 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 76.38 cM	mouse chr2 76.38 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 E1|6 49.49 cM	mouse chr6 E1|6 49.49 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr9 B|9 33.27 cM	mouse chr9 B|9 33.27 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr11 C|11 50.83 cM	mouse chr11 C|11 50.83 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr16 43.22 cM	mouse chr16 43.22 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 E4|2 58.2 cM	mouse chr2 E4|2 58.2 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr8 B1.3|8 29.02 cM	mouse chr8 B1.3|8 29.02 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr18 E3|18 53.35 cM	mouse chr18 E3|18 53.35 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 F2|6 59.12 cM	mouse chr6 F2|6 59.12 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr8 A3|8 17.97 cM	mouse chr8 A3|8 17.97 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr9 A1|9 2.06 cM	mouse chr9 A1|9 2.06 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 C1.3|2 35.74 cM	mouse chr2 C1.3|2 35.74 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 50.63 cM|2 E1	mouse chr2 50.63 cM|2 E1	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX F5|X 78.35 cM	mouse chrX F5|X 78.35 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 A1|1 1.8 cM	mouse chr1 A1|1 1.8 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr4 C6|4 45.68 cM	mouse chr4 C6|4 45.68 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr12 F1|12 59.98 cM	mouse chr12 F1|12 59.98 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr3 15.53 cM	mouse chr3 15.53 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr12 D2|12 42.11 cM	mouse chr12 D2|12 42.11 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 F5|7 88.04 cM	mouse chr7 F5|7 88.04 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 F5|7 86.11 cM	mouse chr7 F5|7 86.11 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr8 C3|8 41.82 cM	mouse chr8 C3|8 41.82 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr3 F1|3 37.46 cM	mouse chr3 F1|3 37.46 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr9 B|9 30.7 cM	mouse chr9 B|9 30.7 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr16 B3|16 22.76 cM	mouse chr16 B3|16 22.76 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr12 E|12 55.61 cM	mouse chr12 E|12 55.61 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX D|X 43.95 cM	mouse chrX D|X 43.95 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr11 D|11 60.75 cM	mouse chr11 D|11 60.75 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX C3|X 42.93 cM	mouse chrX C3|X 42.93 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr14 A1|14 3.3 cM	mouse chr14 A1|14 3.3 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX A1.1|X 3.21 cM	mouse chrX A1.1|X 3.21 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr18 A1|18 7.14 cM	mouse chr18 A1|18 7.14 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr19 A|19 5.45 cM	mouse chr19 A|19 5.45 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr15 E3|15 47.39 cM	mouse chr15 E3|15 47.39 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr12 C2|12 28.78 cM	mouse chr12 C2|12 28.78 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr8 E1|8 60.53 cM	mouse chr8 E1|8 60.53 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr14 E2.3|14 54.21 cM	mouse chr14 E2.3|14 54.21 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr15 D1|15 22.52 cM	mouse chr15 D1|15 22.52 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr17 B3|17 22.44 cM	mouse chr17 B3|17 22.44 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr3 E1|3 30.98 cM	mouse chr3 E1|3 30.98 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 A1|7 8.23 cM	mouse chr7 A1|7 8.23 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX 2.9 cM	mouse chrX 2.9 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 D2|7 45.27 cM	mouse chr7 D2|7 45.27 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr13 A1|13 1.93 cM	mouse chr13 A1|13 1.93 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr10 51.06 cM|10 C3	mouse chr10 51.06 cM|10 C3	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 E2|5 47.21 cM	mouse chr5 E2|5 47.21 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr4 C6|4 47.26 cM	mouse chr4 C6|4 47.26 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr4 C3|4 39.75 cM	mouse chr4 C3|4 39.75 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 F2|2 64.8 cM	mouse chr2 F2|2 64.8 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr10 55.73 cM	mouse chr10 55.73 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 E3|7 58.02 cM	mouse chr7 E3|7 58.02 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr17 E1.1|17 33.76 cM	mouse chr17 E1.1|17 33.76 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr15 D3|15 35.2 cM	mouse chr15 D3|15 35.2 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr16 A3|16 12.02 cM	mouse chr16 A3|16 12.02 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr15 E1|15 37.91 cM	mouse chr15 E1|15 37.91 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 H4|1 83.48 cM	mouse chr1 H4|1 83.48 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr13 A1|13 1.94 cM	mouse chr13 A1|13 1.94 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 C4|1 40.92 cM	mouse chr1 C4|1 40.92 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr12 2.65 cM	mouse chr12 2.65 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 B3|7 28.64 cM	mouse chr7 B3|7 28.64 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr11 B3|11 42.09 cM	mouse chr11 B3|11 42.09 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 89.89 cM	mouse chr1 89.89 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr10 D2|10 65.07 cM	mouse chr10 D2|10 65.07 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr17 C|17 23.98 cM	mouse chr17 C|17 23.98 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr18 E1|18 37.23 cM	mouse chr18 E1|18 37.23 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 G2|6 74.42 cM	mouse chr6 G2|6 74.42 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr11 36.41 cM	mouse chr11 36.41 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 F3|6 61.57 cM	mouse chr6 F3|6 61.57 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 F2|2 64.75 cM	mouse chr2 F2|2 64.75 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 29.8 cM	mouse chr5 29.8 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr11 B4|11 45.32 cM	mouse chr11 B4|11 45.32 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr8 E1|8 57.89 cM	mouse chr8 E1|8 57.89 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX 9.87 cM	mouse chrX 9.87 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr15 E3|15 47.69 cM	mouse chr15 E3|15 47.69 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 A3|7 15.82 cM	mouse chr7 A3|7 15.82 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 F2|2 64.78 cM	mouse chr2 F2|2 64.78 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr19 A|19 9.11 cM	mouse chr19 A|19 9.11 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 C3|1 36.54 cM	mouse chr1 C3|1 36.54 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 D1|6 40.9 cM	mouse chr6 D1|6 40.9 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 26.88 cM	mouse chr1 26.88 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 H3|2 88.52 cM	mouse chr2 H3|2 88.52 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX A4|X 25.62 cM	mouse chrX A4|X 25.62 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr4 B3|4 33.02 cM	mouse chr4 B3|4 33.02 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 A1|7 2.04 cM	mouse chr7 A1|7 2.04 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr13 A3.1|13 8.54 cM	mouse chr13 A3.1|13 8.54 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX D|X 46.69 cM	mouse chrX D|X 46.69 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr12 C1|12 27.13 cM	mouse chr12 C1|12 27.13 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr17 A1|17 8.33 cM	mouse chr17 A1|17 8.33 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 E3|1 55.66 cM	mouse chr1 E3|1 55.66 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr8 E1|8 68.15 cM	mouse chr8 E1|8 68.15 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr12 40.48 cM	mouse chr12 40.48 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr17 C|17 24.02 cM	mouse chr17 C|17 24.02 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr9 F1|9 55.81 cM	mouse chr9 F1|9 55.81 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr18 E3|18 51.77 cM	mouse chr18 E3|18 51.77 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 14.91 cM	mouse chr6 14.91 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr11 D|11 57.77 cM	mouse chr11 D|11 57.77 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 F1|7 59.29 cM	mouse chr7 F1|7 59.29 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr9 F1|9 57.74 cM	mouse chr9 F1|9 57.74 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 B2.3|6 22.27 cM	mouse chr6 B2.3|6 22.27 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr17 E2|17 46.99 cM	mouse chr17 E2|17 46.99 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr12 E|12 52.95 cM	mouse chr12 E|12 52.95 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr11 B1.2|11 28.89 cM	mouse chr11 B1.2|11 28.89 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 A1|7 7.93 cM	mouse chr7 A1|7 7.93 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr4 D2.2|4 57.91 cM	mouse chr4 D2.2|4 57.91 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX D|X 46.83 cM	mouse chrX D|X 46.83 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr3 G3|3 63.97 cM	mouse chr3 G3|3 63.97 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr3 F2.2|3 42.78 cM	mouse chr3 F2.2|3 42.78 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr3 F3|3 47.99 cM	mouse chr3 F3|3 47.99 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr13 A3.1|13 8.09 cM	mouse chr13 A3.1|13 8.09 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX D|X 45.2 cM	mouse chrX D|X 45.2 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 G1|1 63.34 cM	mouse chr1 G1|1 63.34 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 A1|7 4.42 cM	mouse chr7 A1|7 4.42 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX A7.1- A7.2|X 35.53 cM	mouse chrX A7.1- A7.2|X 35.53 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr17 A1|17 4.9 cM	mouse chr17 A1|17 4.9 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 49.9 cM	mouse chr6 49.9 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 A1|2 9.24 cM	mouse chr2 A1|2 9.24 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr11 B3|11 43.2 cM	mouse chr11 B3|11 43.2 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr13 A5|13 25.76 cM	mouse chr13 A5|13 25.76 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr8 30.94 cM	mouse chr8 30.94 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX A1.1|X 7.46 cM	mouse chrX A1.1|X 7.46 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr9 F2|9 59.77 cM	mouse chr9 F2|9 59.77 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 31.11 cM	mouse chr7 31.11 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr13 33.26 cM	mouse chr13 33.26 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr17 D|17 29.07 cM	mouse chr17 D|17 29.07 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr8 A1.1|8 7.61 cM	mouse chr8 A1.1|8 7.61 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr10 D3|10 77.15 cM	mouse chr10 D3|10 77.15 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 A1|7 7.52 cM	mouse chr7 A1|7 7.52 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 A1|7 5.66 cM	mouse chr7 A1|7 5.66 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 11.5 cM	mouse chr6 11.5 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr3 G1|3 50.53 cM	mouse chr3 G1|3 50.53 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr10 9.29 cM	mouse chr10 9.29 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 F1|2 61.86 cM	mouse chr2 F1|2 61.86 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr15 B3.1|15 16.45 cM	mouse chr15 B3.1|15 16.45 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr14 E2.2- E2.3|14 50.9 cM	mouse chr14 E2.2- E2.3|14 50.9 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 61.92 cM	mouse chr6 61.92 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr9 C|9 34.5 cM	mouse chr9 C|9 34.5 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr17 A3.3|17 12.62 cM	mouse chr17 A3.3|17 12.62 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 H3|1 79.34 cM	mouse chr1 H3|1 79.34 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr9 A5.1|9 24.62 cM	mouse chr9 A5.1|9 24.62 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr15 34.29 cM	mouse chr15 34.29 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 B3|6 26.93 cM	mouse chr6 B3|6 26.93 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 E3|2 56.47 cM	mouse chr2 E3|2 56.47 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 9.38 cM	mouse chr7 9.38 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr18 B3|18 23.17 cM	mouse chr18 B3|18 23.17 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr10 A1|10 2.03 cM	mouse chr10 A1|10 2.03 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr4 B3	mouse chr4 B3	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr4 A1|4 2.77 cM	mouse chr4 A1|4 2.77 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 A3|1 5.17 cM	mouse chr1 A3|1 5.17 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr4 D2.2|4 62.08 cM	mouse chr4 D2.2|4 62.08 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr3 G3|3 64.17 cM	mouse chr3 G3|3 64.17 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 B1|6 18.18 cM	mouse chr6 B1|6 18.18 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 G2|5 85.12 cM	mouse chr5 G2|5 85.12 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr15 53.76 cM|15 F1	mouse chr15 53.76 cM|15 F1	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr4 7.09 cM	mouse chr4 7.09 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr17 12.33 cM|17 A3.3	mouse chr17 12.33 cM|17 A3.3	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr9 F4|9 71.51 cM	mouse chr9 F4|9 71.51 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr4 C5|4 43.24 cM	mouse chr4 C5|4 43.24 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr18 19.97 cM	mouse chr18 19.97 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 F3|7 69.47 cM	mouse chr7 F3|7 69.47 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr8 B1.3|8 29.63 cM	mouse chr8 B1.3|8 29.63 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr18 11.19 cM	mouse chr18 11.19 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
